interaction_id,age,job,marital,education,default,housing,loan,month,day_of_week,campaign,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,reward,arm,previously_contacted,pdays_since_previous,age_group
35832,38,services,married,high.school,no,yes,no,may,fri,1,1,failure,-1.8,92.893,-46.2,1.259,5099.1,1,cellular,0,,30_39
35833,81,retired,divorced,unknown,unknown,yes,yes,may,fri,1,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,1,cellular,0,,60_plus
35834,45,admin.,single,university.degree,no,no,no,may,fri,1,1,success,-1.8,92.893,-46.2,1.259,5099.1,1,cellular,1,3,40_49
35835,35,technician,divorced,professional.course,no,yes,no,may,fri,1,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,cellular,0,,30_39
35836,35,technician,divorced,professional.course,no,no,no,may,fri,1,1,failure,-1.8,92.893,-46.2,1.259,5099.1,0,cellular,0,,30_39
35837,26,technician,single,university.degree,no,no,no,may,fri,1,1,failure,-1.8,92.893,-46.2,1.259,5099.1,1,cellular,0,,under_30
35838,35,technician,divorced,professional.course,no,no,no,may,fri,1,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,1,cellular,0,,30_39
35839,35,admin.,married,high.school,no,yes,no,may,fri,1,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,cellular,0,,30_39
35840,48,entrepreneur,married,university.degree,no,yes,no,may,fri,1,1,failure,-1.8,92.893,-46.2,1.259,5099.1,1,cellular,0,,40_49
35841,34,admin.,married,university.degree,no,no,no,may,fri,1,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,cellular,0,,30_39
35842,45,admin.,married,unknown,no,no,no,may,fri,1,1,failure,-1.8,92.893,-46.2,1.259,5099.1,0,cellular,0,,40_49
35843,45,admin.,married,unknown,no,yes,no,may,fri,1,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,1,cellular,0,,40_49
35844,39,technician,single,university.degree,no,yes,no,may,fri,1,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,cellular,0,,30_39
35845,39,technician,single,university.degree,no,yes,no,may,fri,1,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,cellular,0,,30_39
35846,40,management,married,high.school,no,yes,yes,may,fri,1,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,cellular,0,,40_49
35847,40,management,married,high.school,no,yes,no,may,fri,7,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,cellular,0,,40_49
35848,71,housemaid,married,unknown,no,yes,no,may,fri,2,1,failure,-1.8,92.893,-46.2,1.259,5099.1,0,cellular,0,,60_plus
35849,36,admin.,married,professional.course,no,yes,yes,may,fri,1,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,cellular,0,,30_39
35850,23,student,single,basic.9y,no,no,yes,may,fri,1,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,cellular,0,,under_30
35851,27,admin.,single,university.degree,no,no,no,may,fri,1,1,success,-1.8,92.893,-46.2,1.259,5099.1,0,cellular,1,3,under_30
35852,27,admin.,single,university.degree,no,yes,no,may,fri,1,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,cellular,0,,under_30
35853,27,admin.,single,university.degree,no,yes,no,may,fri,1,1,failure,-1.8,92.893,-46.2,1.259,5099.1,0,cellular,0,,under_30
35854,58,retired,married,basic.9y,no,no,yes,may,fri,2,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,cellular,0,,50_59
35855,19,student,single,basic.9y,no,yes,no,may,fri,1,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,1,cellular,0,,under_30
35856,83,retired,married,basic.9y,no,yes,yes,may,fri,1,3,failure,-1.8,92.893,-46.2,1.259,5099.1,0,cellular,1,3,60_plus
35857,30,admin.,married,university.degree,no,yes,no,may,fri,1,1,failure,-1.8,92.893,-46.2,1.259,5099.1,0,cellular,0,,30_39
35858,27,admin.,single,university.degree,no,yes,no,may,fri,1,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,1,cellular,0,,under_30
35859,49,admin.,married,university.degree,no,yes,no,may,fri,1,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,cellular,0,,40_49
35860,49,admin.,married,university.degree,no,no,no,may,fri,1,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,telephone,0,,40_49
35861,66,housemaid,married,high.school,no,yes,no,may,fri,1,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,cellular,0,,60_plus
35862,27,admin.,single,university.degree,no,yes,no,may,fri,1,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,cellular,0,,under_30
35863,37,technician,married,university.degree,no,yes,yes,may,fri,1,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,cellular,0,,30_39
35864,57,admin.,married,basic.6y,no,yes,no,may,fri,1,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,cellular,0,,50_59
35865,57,admin.,married,basic.6y,no,no,no,may,fri,1,1,failure,-1.8,92.893,-46.2,1.259,5099.1,0,cellular,0,,50_59
35866,32,technician,single,university.degree,no,no,no,may,fri,1,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,cellular,0,,30_39
35867,40,technician,single,professional.course,no,yes,no,may,fri,1,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,cellular,0,,40_49
35868,40,technician,single,professional.course,no,no,yes,may,fri,1,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,cellular,0,,40_49
35869,55,admin.,married,university.degree,no,no,no,may,fri,1,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,cellular,0,,50_59
35870,46,unknown,single,unknown,no,yes,yes,may,fri,1,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,cellular,0,,40_49
35871,18,student,single,high.school,no,no,no,may,fri,1,1,failure,-1.8,92.893,-46.2,1.259,5099.1,1,cellular,0,,under_30
35872,18,student,single,high.school,no,yes,no,may,fri,1,2,success,-1.8,92.893,-46.2,1.259,5099.1,0,cellular,1,1,under_30
35873,48,entrepreneur,married,university.degree,no,yes,no,may,fri,2,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,1,cellular,0,,40_49
35874,57,admin.,married,university.degree,no,yes,no,may,fri,2,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,1,cellular,0,,50_59
35875,62,technician,married,professional.course,no,yes,no,may,fri,2,1,failure,-1.8,92.893,-46.2,1.259,5099.1,0,cellular,0,,60_plus
35876,29,admin.,unknown,university.degree,no,no,no,may,fri,2,1,failure,-1.8,92.893,-46.2,1.259,5099.1,0,cellular,0,,under_30
35877,43,technician,married,high.school,no,yes,no,may,fri,1,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,cellular,0,,40_49
35878,75,retired,divorced,basic.4y,no,yes,yes,may,fri,3,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,cellular,0,,60_plus
35879,46,technician,married,university.degree,no,no,no,may,fri,7,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,cellular,0,,40_49
35880,43,technician,married,high.school,no,no,no,may,fri,1,1,success,-1.8,92.893,-46.2,1.259,5099.1,1,cellular,1,3,40_49
35881,38,admin.,married,university.degree,no,yes,yes,may,fri,1,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,cellular,0,,30_39
35882,26,student,single,professional.course,no,no,yes,may,fri,2,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,1,cellular,0,,under_30
35883,28,technician,single,professional.course,no,no,no,may,fri,1,1,success,-1.8,92.893,-46.2,1.259,5099.1,1,cellular,1,3,under_30
35884,31,services,single,high.school,no,no,no,may,fri,2,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,1,cellular,0,,30_39
35885,28,admin.,single,university.degree,no,yes,no,may,fri,2,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,cellular,0,,under_30
35886,27,admin.,married,high.school,no,yes,no,may,fri,2,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,cellular,0,,under_30
35887,52,unemployed,single,basic.4y,no,yes,no,may,fri,1,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,cellular,0,,50_59
35888,40,management,married,high.school,no,no,no,may,fri,1,1,failure,-1.8,92.893,-46.2,1.259,5099.1,0,cellular,0,,40_49
35889,35,technician,married,university.degree,no,yes,yes,may,fri,2,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,1,telephone,0,,30_39
35890,49,admin.,married,university.degree,no,yes,no,may,fri,2,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,cellular,0,,40_49
35891,45,blue-collar,married,professional.course,no,yes,no,may,fri,3,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,cellular,0,,40_49
35892,30,admin.,married,university.degree,no,yes,yes,may,fri,4,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,1,cellular,0,,30_39
35893,59,technician,married,professional.course,no,yes,no,may,fri,1,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,cellular,0,,50_59
35894,59,self-employed,single,university.degree,no,yes,no,may,fri,3,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,telephone,0,,50_59
35895,37,admin.,married,university.degree,no,yes,no,may,fri,1,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,1,cellular,0,,30_39
35896,37,housemaid,single,university.degree,no,no,no,may,fri,2,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,1,cellular,0,,30_39
35897,26,admin.,single,university.degree,no,yes,no,may,fri,2,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,telephone,0,,under_30
35898,34,admin.,single,university.degree,no,yes,yes,may,fri,3,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,cellular,0,,30_39
35899,48,services,married,high.school,no,no,no,may,mon,3,2,failure,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,40_49
35900,46,admin.,single,high.school,no,yes,yes,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,40_49
35901,50,admin.,divorced,university.degree,no,yes,yes,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,50_59
35902,27,admin.,married,university.degree,no,no,yes,may,mon,1,1,failure,-1.8,92.893,-46.2,1.264,5099.1,0,telephone,0,,under_30
35903,34,admin.,married,university.degree,no,yes,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,30_39
35904,34,admin.,married,university.degree,no,yes,no,may,mon,1,1,failure,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,30_39
35905,34,admin.,married,university.degree,no,yes,yes,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,30_39
35906,26,admin.,single,university.degree,no,yes,no,may,mon,5,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,under_30
35907,44,technician,married,basic.9y,no,yes,yes,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,40_49
35908,32,admin.,married,university.degree,no,no,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,30_39
35909,36,technician,married,university.degree,no,yes,yes,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,30_39
35910,24,admin.,single,university.degree,no,no,no,may,mon,1,1,failure,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,under_30
35911,36,self-employed,married,university.degree,no,no,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,30_39
35912,44,services,married,high.school,no,yes,yes,may,mon,1,1,failure,-1.8,92.893,-46.2,1.264,5099.1,1,cellular,0,,40_49
35913,53,technician,married,professional.course,no,no,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,1,cellular,0,,50_59
35914,36,admin.,married,high.school,no,no,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,1,cellular,0,,30_39
35915,33,blue-collar,married,basic.9y,no,yes,yes,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,30_39
35916,58,housemaid,married,basic.4y,no,no,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,50_59
35917,33,unemployed,married,high.school,no,yes,yes,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,30_39
35918,44,blue-collar,single,professional.course,no,yes,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,40_49
35919,44,blue-collar,single,professional.course,no,no,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,40_49
35920,54,management,married,university.degree,no,no,no,may,mon,1,1,failure,-1.8,92.893,-46.2,1.264,5099.1,1,cellular,0,,50_59
35921,36,admin.,single,university.degree,no,no,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,30_39
35922,56,retired,married,high.school,no,yes,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,50_59
35923,29,admin.,married,university.degree,no,no,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,under_30
35924,55,unemployed,married,basic.9y,no,no,yes,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,1,cellular,0,,50_59
35925,27,admin.,single,university.degree,no,yes,yes,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,under_30
35926,52,entrepreneur,married,basic.6y,no,yes,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,50_59
35927,62,retired,single,university.degree,no,yes,yes,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,60_plus
35928,42,entrepreneur,married,university.degree,no,yes,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,40_49
35929,37,blue-collar,single,professional.course,no,no,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,30_39
35930,46,admin.,single,university.degree,no,no,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,40_49
35931,56,admin.,divorced,university.degree,no,yes,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,1,cellular,0,,50_59
35932,46,admin.,single,university.degree,no,no,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,40_49
35933,46,admin.,single,university.degree,no,no,no,may,mon,1,1,failure,-1.8,92.893,-46.2,1.264,5099.1,1,cellular,0,,40_49
35934,46,admin.,single,university.degree,no,no,yes,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,40_49
35935,46,admin.,single,university.degree,no,yes,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,40_49
35936,56,retired,married,high.school,no,no,yes,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,50_59
35937,34,admin.,married,university.degree,no,yes,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,1,cellular,0,,30_39
35938,54,admin.,single,university.degree,no,yes,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,50_59
35939,54,admin.,single,university.degree,no,no,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,1,cellular,0,,50_59
35940,34,admin.,married,university.degree,no,yes,no,may,mon,1,1,success,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,1,2,30_39
35941,43,blue-collar,married,basic.9y,no,no,yes,may,mon,1,1,success,-1.8,92.893,-46.2,1.264,5099.1,1,cellular,1,3,40_49
35942,26,student,single,basic.9y,no,yes,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,under_30
35943,32,admin.,single,university.degree,unknown,yes,no,may,mon,4,1,failure,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,30_39
35944,25,admin.,married,university.degree,no,unknown,unknown,may,mon,7,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,1,cellular,0,,under_30
35945,27,admin.,single,university.degree,no,no,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,under_30
35946,26,unknown,single,basic.9y,no,yes,yes,may,mon,1,1,success,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,1,3,under_30
35947,32,admin.,divorced,high.school,no,no,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,30_39
35948,37,technician,married,university.degree,no,yes,no,may,mon,1,1,success,-1.8,92.893,-46.2,1.264,5099.1,1,cellular,1,3,30_39
35949,36,admin.,married,university.degree,no,no,yes,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,30_39
35950,36,admin.,married,university.degree,no,yes,yes,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,30_39
35951,58,housemaid,married,basic.4y,no,yes,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,50_59
35952,36,self-employed,married,university.degree,no,no,yes,may,mon,2,1,failure,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,30_39
35953,33,unemployed,married,high.school,no,yes,no,may,mon,1,1,failure,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,30_39
35954,26,student,single,university.degree,no,no,yes,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,under_30
35955,36,admin.,married,university.degree,no,yes,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,1,cellular,0,,30_39
35956,50,admin.,divorced,university.degree,no,no,yes,may,mon,4,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,1,cellular,0,,50_59
35957,36,self-employed,married,university.degree,no,yes,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,30_39
35958,36,self-employed,married,university.degree,no,no,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,30_39
35959,46,unemployed,married,basic.9y,no,yes,no,may,mon,1,1,failure,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,40_49
35960,34,admin.,married,university.degree,no,yes,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,telephone,0,,30_39
35961,61,retired,married,basic.9y,no,no,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,60_plus
35962,34,admin.,married,university.degree,no,yes,no,may,mon,1,1,failure,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,30_39
35963,60,admin.,married,high.school,no,no,yes,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,telephone,0,,60_plus
35964,35,admin.,married,high.school,no,yes,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,1,cellular,0,,30_39
35965,29,admin.,married,university.degree,no,yes,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,under_30
35966,34,technician,single,professional.course,no,no,yes,may,mon,1,1,failure,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,30_39
35967,35,admin.,married,university.degree,no,yes,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,30_39
35968,43,technician,divorced,professional.course,no,yes,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,40_49
35969,42,technician,married,professional.course,no,no,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,1,cellular,0,,40_49
35970,30,admin.,single,high.school,no,yes,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,1,cellular,0,,30_39
35971,27,management,single,university.degree,no,yes,no,may,mon,2,1,success,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,1,3,under_30
35972,31,services,single,university.degree,no,no,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,1,cellular,0,,30_39
35973,78,retired,married,high.school,no,yes,no,may,mon,2,2,failure,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,1,3,60_plus
35974,55,self-employed,married,university.degree,no,yes,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,50_59
35975,42,technician,married,professional.course,no,no,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,40_49
35976,32,admin.,married,university.degree,no,no,no,may,mon,3,2,failure,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,1,12,30_39
35977,41,admin.,married,high.school,no,yes,yes,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,40_49
35978,46,admin.,married,university.degree,no,yes,no,may,mon,4,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,telephone,0,,40_49
35979,54,blue-collar,married,basic.4y,no,unknown,unknown,may,mon,3,1,failure,-1.8,92.893,-46.2,1.264,5099.1,1,cellular,0,,50_59
35980,47,admin.,divorced,high.school,no,yes,no,may,mon,4,1,failure,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,40_49
35981,28,self-employed,single,university.degree,no,no,yes,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,1,cellular,0,,under_30
35982,29,technician,single,university.degree,no,no,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,cellular,0,,under_30
35983,28,technician,single,high.school,no,yes,no,may,mon,3,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,telephone,0,,under_30
35984,36,self-employed,married,university.degree,no,yes,no,may,mon,2,1,failure,-1.8,92.893,-46.2,1.264,5099.1,1,cellular,0,,30_39
35985,34,technician,single,professional.course,no,yes,no,may,mon,2,1,failure,-1.8,92.893,-46.2,1.264,5099.1,1,cellular,0,,30_39
35986,38,management,married,university.degree,no,yes,no,may,tue,2,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,cellular,0,,30_39
35987,33,admin.,married,university.degree,no,yes,no,may,tue,3,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,cellular,0,,30_39
35988,44,blue-collar,married,professional.course,no,yes,yes,may,tue,2,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0,cellular,0,,40_49
35989,29,self-employed,married,university.degree,no,no,no,may,tue,2,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,cellular,0,,under_30
35990,52,services,married,high.school,no,yes,no,may,tue,2,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,cellular,0,,50_59
35991,29,admin.,single,university.degree,no,no,yes,may,tue,2,1,success,-1.8,92.893,-46.2,1.266,5099.1,0,cellular,1,3,under_30
35992,26,admin.,single,university.degree,no,no,no,may,tue,4,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0,cellular,0,,under_30
35993,29,self-employed,married,university.degree,no,no,no,may,tue,2,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,cellular,0,,under_30
35994,31,blue-collar,single,professional.course,no,no,no,may,tue,2,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,cellular,0,,30_39
35995,36,admin.,married,university.degree,no,no,no,may,tue,1,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0,cellular,0,,30_39
35996,59,self-employed,married,university.degree,no,yes,no,may,tue,1,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0,cellular,0,,50_59
35997,31,management,married,high.school,no,yes,no,may,tue,1,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0,cellular,0,,30_39
35998,49,blue-collar,married,basic.9y,no,no,no,may,tue,1,2,failure,-1.8,92.893,-46.2,1.266,5099.1,0,cellular,0,,40_49
35999,60,retired,married,university.degree,no,yes,no,may,tue,1,1,success,-1.8,92.893,-46.2,1.266,5099.1,1,cellular,1,3,60_plus
